company_file;inn_file;industry_file;inn_smi_publications;inn_company_main_cards;open_orgs_checker;ОГРН;ИНН;КПП;ОКПО;Полное наименование;Прежние наименования;Другие наименования;На английском;Адрес;Телефон;Web;ОКОПФ;Отрасль;Руководитель;E-mail;Соцсети;Управляющая компания;Бенефициар
«Донстрой»;7727162286;строительство;7727162286;7727162286;1.0;1027739415153;7727162286;772901001;18666610;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СК ДОНСТРОЙ""";;"АО ""СК ДОНСТРОЙ""";"""SK DONSTROY"" CLOSED JOINT STOCK COMPANY";119330, г. Москва, ул. Мосфильмовская, д. 70 этаж ПОДЗЕМНЫЙ 5 ком. 546 · Торгово-развлекательный центр «ЖК «Воробьевы горы»»На карте ;+7 (495) 1053960 ;ckdonstroy.ru   · 1 домен;Непубличные акционерные общества;Деятельность заказчика-застройщика, генерального подрядчика;;prf.ao_sk_donstroi@dsinv.ru  ;vk.com/dsinv  ;ДОНСТРОЙ, ООО;
«О'КЕЙ»;7826087713;розничная торговля;7826087713;7826087713;1.0;1027810304950;7826087713;780601001;56255261;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""О`КЕЙ""";О КЕЙ, ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ;"ООО ""О`КЕЙ""";O`KEY, LIMITED LIABILITY COMPANY;195213, г. Санкт-Петербург, проспект Заневский, д. 65 к. 1 литера А пом. 1На карте ;+7 (812) 3133667 ·  Открытые данные ;www.okmarket.ru   · 8 доменов;Общества с ограниченной ответственностью;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;;info@okeydostavka.ru  ;vk.com/okmarketru  ;О КЕЙ МЕНЕДЖМЕНТ, ООО;
«Выксунский металлургический завод»;5247004695;черная металлургия;5247004695;5247004695;1.0;1025201632610;5247004695;524701001;05757848;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЫКСУНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД""";ВЫКСУНСКИЙ МЕТАЛЛУРГИЧЕСКИЙ ЗАВОД, ОАО ;"АО ""ВМЗ""";Vyksa Steel Works JSC;607061, Нижегородская обл., г. Выкса, ул. Братьев Баташевых, д. ЗД. 45На карте ;+7 (83177) 96677 ;www.omk.ru   · 17 доменов;Непубличные акционерные общества;Производство стальных труб, полых профилей и фитингов;;info@omk.ru  ;;С.П.Р., АО;
«Стройсервис»;4234001215;угольная промышленность;4234001215;4234001215;1.0;1024202052060;4234001215;420501001;32214406;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СТРОЙСЕРВИС""";;"АО ""СТРОЙСЕРВИС""";Stroyservis;650055, Кемеровская область - Кузбасс, г. Кемерово, проспект Кузнецкий, д. 121На карте ;+7 (384) 2287260 ;www.stroyservis.com   · 6 доменов;Непубличные акционерные общества;Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами;Николаев Дмитрий Николаевич · генеральный директор;k.golovchenko@stroyservis.com  ;;;
«Нестле Россия»;7705739450;пищевая промышленность;7705739450;7705739450;1.0;1067746759662;7705739450;770501001;96436727;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕСТЛЕ РОССИЯ""";НЕСТЛЕ РУСЬ, ООО;"ООО ""НЕСТЛЕ РОССИЯ""";NESTLE ROSSIYA, LLC.;115054, г. Москва, пл. Павелецкая, д. 2 стр. 1 · Бизнес-центр «River Side»На карте ;+7 (495) 7257070 ;www.nestle.ru  ;Общества с ограниченной ответственностью;Производство какао, шоколада и сахаристых кондитерских изделий;Войтюк Денис Витальевич · генеральный директор;contact@ru.nestle.com  ;vk.com/nestlerussia  ;;
«Альфа-М» (сеть «Красное & Белое»);7743931676;розничная торговля;7743931676;7743931676;1.0;1147746779025;7743931676;774301001;27130009;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АЛЬФА-М""";;"ООО ""АЛЬФА-М""";"OOO ""ALFA-M""";125475, г. Москва, ул. Клинская, д. 12 пом. II ( ком. 9-13)На карте ;+7 (922) 7442719 ;krasnoe-beloe.ru  ;Общества с ограниченной ответственностью;Торговля розничная алкогольными напитками, включая пиво, в специализированных магазинах;Михайленко Константин Викторович · директор;1555@krasnoe-beloe.ru  ;;;
«Ташир», группа компаний;4028021946;многоотраслевые холдинги;4028021946;4028021946;1.0;1024001344366;4028021946;402801001;51148342;"АССОЦИАЦИЯ ""ТОРГОВО-СТРОИТЕЛЬНО-ПРОМЫШЛЕННАЯ ГРУППА КОМПАНИЙ ""ТАШИР""";;"АССОЦИАЦИЯ ГК ""ТАШИР""";"ASSOTSIATSIYA GK ""TASHIR""";248017, Калужская обл., г. Калуга, ул. Азаровская, д. 2 офис 307На карте ;+7 (495) 5142031 ;www.tashir.ru  ;Объединения юридических лиц;Деятельность предпринимательских членских некоммерческих организаций;Гаспарян Ваго Георкиевич, Карапетян Самвел Саркисович;tashir@tashir.ru  ;;;
«Русэнергосбыт»;7706284124;энергосбытовая деятельность;7706284124;7706284124;1.0;1027706023058;7706284124;770401001;13526821;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РУСЭНЕРГОСБЫТ""";;"ООО ""РУСЭНЕРГОСБЫТ""";"""RUSENERGOSBYT""";119048, г. Москва, проспект Комсомольский, д. 42 стр. 3 этаж 4, пом. 7 · Бизнес-центр на Комсомольском Проспекте, 42С3На карте ;+7 (384) 2322979 ;ruses.ru   · 1 домен;Общества с ограниченной ответственностью;Торговля электроэнергией;Андронов Михаил Сергеевич · генеральный директор;123321@mail.ru  ;;;
«ЭФКО - Каскад», координирующий распределительный центр;3122503751;оптовая торговля;3122503751;3122503751;1.0;1043106500601;3122503751;312201001;73231500;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КООРДИНИРУЮЩИЙ РАСПРЕДЕЛИТЕЛЬНЫЙ ЦЕНТР ""ЭФКО - КАСКАД""";КООРДИНИРУЮЩИЙ РАСПРЕДЕЛИТЕЛЬНЫЙ ЦЕНТР, ООО ;"ООО ""КРЦ ""ЭФКО - КАСКАД""";"OOO ""KRTS ""EFKO - KASKAD""";309857, Белгородская обл., Алексеевский район, г. Алексеевка, ул. Фрунзе, д. 4На карте ;+7 (47234) 31368 ;www.efko.ru/   · 11 доменов;Общества с ограниченной ответственностью;Торговля оптовая пищевыми маслами и жирами;Суровикова Ирина Сергеевна · генеральный директор;i.hmyz@efko.ru  ;;;
«Мосинжпроект», группа компаний;7701885820;инжиниринг, промышленно-инфраструктурное строительство;7701885820;7701885820;1.0;1107746614436;7701885820;770101001;03997784;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСИНЖПРОЕКТ""";МОСИНЖПРОЕКТ, ОАО ;"АО ""МОСИНЖПРОЕКТ""";"AO ""MOSINZHPROEKT""";101000, г. Москва, вн.тер.г. муниципальный округ Басманный, пер Сверчков, д. 4/1, стр. 1На карте ;+7 (495) 2251946 ;www.mosinzhproekt.ru   · 4 домена;Непубличные акционерные общества;Деятельность заказчика-застройщика, генерального подрядчика;Дудулин Павел Евгеньевич, Кравцов Юрий Николаевич;institute@mosinzhproekt.ru  ;;;
«Металлсервис»;7721040281;оптовая торговля;7721040281;7721040281;1.0;1027700013659;7721040281;772101001;01869579;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕТАЛЛСЕРВИС""";МЕТАЛЛСЕРВИС, ОАО;"АО ""МЕТАЛЛСЕРВИС""";METALLSERVICE, JSC;109428, г. Москва, ул. Стахановская, д. 19На карте ;+7 (495) 1711525 ;www.metallservis.ru   · 45 доменов;Непубличные акционерные общества;Производство строительных металлических конструкций, изделий и их частей;Манченко Александр Петрович · генеральный директор;mc@mc.ru  ;;;
«Метро Кэш Энд Керри»;7704218694;розничная торговля;7704218694;7704218694;1.0;1027700272148;7704218694;774301001;54907417;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕТРО КЭШ ЭНД КЕРРИ""";;"ООО ""МЕТРО КЭШ ЭНД КЕРРИ""";METRO CASH & CARRY OOO;125445, г. Москва, шоссе Ленинградское, д. 71ГНа карте ;+7 (495) 5021512 ;www.metro-cc.ru   · 42 домена;Общества с ограниченной ответственностью;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;Плувьер Тибо, Андре, Жан , Толай Йоханнес Мария ;maincashier.store15@metro-cc.ru  ;vk.com/mirmetrorussia  ;;
«Интер РАО - Электрогенерация»;7704784450;электроэнергетика;7704784450;7704784450;1.0;1117746460358;7704784450;770401001;92516444;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ, ОАО;"АО ""ИНТЕР РАО-ЭЛЕКТРОГЕНЕРАЦИЯ""";Inter RAO - Electric Power Plants JSC;119435, г. Москва, ул. Большая Пироговская, д. 27 стр. 1На карте ;+7 (34357) 23350 ;www.irao-generation.ru/   · 1 домен;Непубличные акционерные общества;Производство электроэнергии;;chermenina_nn@interrao.ru  ;;ИНТЕР РАО-УПРАВЛЕНИЕ ЭЛЕКТРОГЕНЕРАЦИЕЙ, ООО;
«Русагро», группа компаний;7728278043;агропромышленный комплекс;7728278043;7728278043;1.0;1037728005028;7728278043;682901001;59860181;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ """"ГРУППА КОМПАНИЙ ""РУСАГРО""";;"ООО ""ГРУППА КОМПАНИЙ ""РУСАГРО""";Rusagro Group of Companies LLC;392000, Тамбовская обл., г. Тамбов, ул. Студенецкая Набережная, д. 20В этаж / пом. 3/303На карте ;+7 (495) 3631661 ;www.rafinad.ru   · 29 доменов;Общества с ограниченной ответственностью;Консультирование по вопросам коммерческой деятельности и управления;Липатов Тимур Владимирович · генеральный директор;rusagrogroup@rusagrogroup.ru  ;;;
«Хендэ Мотор СНГ»;7703623202;оптовая торговля;7703623202;7703623202;1.0;1077746154067;7703623202;770301001;99026625;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ХЕНДЭ МОТОР СНГ""";;"ООО ""ХЕНДЭ МОТОР СНГ""";"""HYUNDAI MOTOR CIS"" LLC";123112, г. Москва, вн.тер.г. муниципальный округ Пресненский, проезд 1-й Красногвардейский, д. 21, стр. 1, этаж/этаж 31/32 · Офисный центр Башня ОКО. Москва-СитиНа карте ;+7 (495) 7886267 ;www.hyundai.ru   · 12 доменов;Общества с ограниченной ответственностью;Торговля автотранспортными средствами;Ан Джунмо · генеральный директор;neosmanova@hyundai.ru  ;vk.com/hyundairussia  ;;
«Вайлдберриз» (интернет-ритейлер Wildberries.ru);7721546864;розничная торговля;7721546864;7721546864;1.0;1067746062449;7721546864;507401001;79490869;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ВАЙЛДБЕРРИЗ""";;"ООО ""ВАЙЛДБЕРРИЗ""";"""WILDBERRIES""";142181, Московская обл, г.о. Подольск, д Коледино, тер. Индустриальный парк Коледино, д. 6, стр. 1На карте ;+7 (495) 6637296 ;www.wildberries.ru   · 84 домена;Общества с ограниченной ответственностью;Торговля розничная, осуществляемая непосредственно при помощи информационно-коммуникационной сети Интернет;Бакальчук Татьяна Владимировна · генеральный директор;baganov@wildberries.ru  ;vk.com/club9695053  ;;Бакальчук Татьяна Владимировна
«Международные услуги по маркетингу табака»;7705060700;оптовая торговля;7705060700;7705060700;1.0;1027739152902;7705060700;773101001;40482339;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МЕЖДУНАРОДНЫЕ УСЛУГИ ПО МАРКЕТИНГУ ТАБАКА""";МЕЖДУНАРОДНЫЕ УСЛУГИ ПО МАРКЕТИНГУ ТАБАКА, АО;"АО ""МУМТ""";INTERNATIONAL TOBACCO MARKETING SERVICES JSC;121614, г. Москва, ул. Крылатская, д. 17 к. 2На карте ;+7 (495) 2284399 ;kent.ru   · 58 доменов;Непубличные акционерные общества;Торговля оптовая табачными изделиями;Григорьев Виталий Владимирович · генеральный директор;info@batrussia.ru  ;;;
«Бэст Прайс» (сеть магазинов Fix Price);5047085094;розничная торговля;5047085094;5047085094;1.0;1075047007496;5047085094;504701001;99213400;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЭСТ ПРАЙС""";;"ООО ""БЭСТ ПРАЙС""";«BEST PRICE» LLC»;141401, Московская обл., г. Химки, ул. Победы, д. 11На карте ;+7 (495) 5805734 ·  Открытые данные ;www.fix-price.ru   · 29 доменов;Общества с ограниченной ответственностью;Торговля розничная преимущественно пищевыми продуктами, включая напитки, и табачными изделиями в неспециализированных магазинах;Кирсанов Дмитрий Николаевич · генеральный директор;vsmirnova@inproject.ru  ;vk.com/fix_price  ;;
«Ашан»;7703270067;розничная торговля;7703270067;7703270067;1.0;1027739329408;7703270067;502901001;57041869;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""АШАН""";;"ООО ""АШАН""";LA SOCIETE A RESPONSABILITE LIMITEE AUCHAN;141031, Московская обл, г.о. Мытищи, г Мытищи, ш Осташковское, д. 1На карте ;+7 (495) 3630268 ;www.auchan.ru   · 4 домена;Общества с ограниченной ответственностью;Торговля розничная прочая в неспециализированных магазинах;Мартинович Иван · генеральный директор;d.rogachev@auchan.ru  ;vk.com/auchan  ;;
«БМВ Русланд Трейдинг»;7712107050;оптовая торговля;7712107050;7712107050;1.0;1037739414844;7712107050;771401001;18547940;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БМВ РУСЛАНД ТРЕЙДИНГ""";;"ООО ""БМВ РУСЛАНД ТРЕЙДИНГ""";"GESELLSCHAFT MIT BESCHRANKTER HAFTUNG ""BMW RUSSLAND TRADING OOO""";125315, г. Москва, вн.тер.г. муниципальный округ Аэропорт, пр-кт Ленинградский, д. 70На карте ;+7 (495) 7952998 ;bmw.ru   · 5 доменов;Общества с ограниченной ответственностью;Торговля оптовая легковыми автомобилями и легкими автотранспортными средствами;Шрамко Ирина Анатольевна · генеральный директор;;twitter.com/bmwru  ;;
«Катрен», научно-производственная компания;5408130693;оптовая торговля;5408130693;5408130693;1.0;1025403638875;5408130693;543301001;23564811;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ ""КАТРЕН""";НАУЧНО-ПРОИЗВОДСТВЕННАЯ КОМПАНИЯ КАТРЕН, АО;"АО НПК ""КАТРЕН""";SPC Katren, JSC;630559, Новосибирская обл., рабочий пос. Кольцово, проспект Академика Сандахчиева, д. ЗД. 11На карте ;+7 (383) 2277115 ;www.katren.ru   · 15 доменов;Непубличные акционерные общества;Торговля оптовая фармацевтической продукцией;Конобеев Леонид Валентинович · генеральный директор;aleshina@orel.katren.ru  ;;;
«АльфаСтрахование», группа;7713056834;страхование;7713056834;7713056834;1.0;1027739431730;7713056834;772501001;11660521;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АЛЬФАСТРАХОВАНИЕ""";АЛЬФАСТРАХОВАНИЕ, ОАО;"АО ""АЛЬФАСТРАХОВАНИЕ""";"""ALFASTRAKHOVANIE"" PLC";115162, г. Москва, ул. Шаболовка, д. 31СТРБНа карте ;+7 (3012) 456084 ;www.alfastrah.ru   · 51 домен;Непубличные акционерные общества;Деятельность вспомогательная в сфере страхования и пенсионного обеспечения;Скворцов Владимир Юрьевич · генеральный директор;116@mail.ru  ;;;
«ФСК ЕЭС»;4716016979;электроэнергетика;4716016979;4716016979;1.0;1024701893336;4716016979;773101001;56947007;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФЕДЕРАЛЬНАЯ СЕТЕВАЯ КОМПАНИЯ - РОССЕТИ""";ФСК ЕЭС, ПАО ;"ПАО ""РОССЕТИ""";«ROSSETI», PJSC;121353, г. Москва, вн.тер.г. муниципальный округ Можайский, ул Беловежская, д. 4 · Бизнес-центр «Western Gate»На карте ;+7 (8622) 270341 ;www.rosseti.ru   · 34 домена;Публичные акционерные общества;Передача электроэнергии и технологическое присоединение к распределительным электросетям;Рюмин Андрей Валерьевич · генеральный директор;bondarenko-ov@fskees.ru  ;youtube.com/user/fskeesinfo  ;;
«ФортеИнвест»;7707743204;нефтяная и нефтегазовая промышленность;7707743204;7707743204;1.0;1117746105400;7707743204;770701001;90531706;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ФОРТЕИНВЕСТ""";;"АО ""ФОРТЕИНВЕСТ""";ForteInvest JSC;127055, г. Москва, ул. Новослободская, д. 41 этаж 6 пом. I · Бизнес-центр «Чайка Плаза 7»На карте ;+7 (495) 6415900 ;forteinvest.ru   · 2 домена;Непубличные акционерные общества;Торговля оптовая моторным топливом, включая авиационный бензин;Кебадзе Александр Сергеевич · генеральный директор;info@forteinvest.ru  ;;;
«Эллада Интертрейд»;3906072056;машиностроение;3906072056;3906072056;1.0;1023901005754;3906072056;390601001;48762914;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЛАДА ИНТЕРТРЕЙД""";;"ООО ""ЭЛЛАДА ИНТЕРТРЕЙД""";Ellada Intertrade, OOO;236013, Калининградская обл., г. Калининград, ул. Магнитогорская, д. 4 литера д. 4 д. 4 каб. 1На карте ;+7 (401) 2590002 ;www.avtotor.ru  ;Общества с ограниченной ответственностью;Производство автотранспортных средств;Гиматдинов Валерий Шавкатович, Петухов Евгений Анатольевич;novikovaui@kld.avtotor.ru  ;;;Щербаков Владимир Иванович
«Ойл Технолоджис»;7728731619;нефтяная и нефтегазовая промышленность;7728731619;7728731619;1.0;1107746264141;7728731619;770701001;66324193;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ОЙЛ ТЕХНОЛОДЖИС""";ХОУМ ФИТНЕС, ООО;"ООО ""ОЙЛ ТЕХНОЛОДЖИС""";"OOO ""OIL TEKHNOLODZHIS""";127055, г. Москва, ул. Новослободская, д. 41 этаж 4 пом. I ком. 25 · Бизнес-центр «Чайка Плаза 7»На карте ;;oiltechnology.ru   · 1 домен;Общества с ограниченной ответственностью;Торговля оптовая моторным топливом, включая авиационный бензин;Гайнуллин Юрис Фидаилович · генеральный директор;bkvanat@rambler.ru  ;;;
«ФК Пульс»;5047045359;оптовая торговля;5047045359;5047045359;1.0;1025006172267;5047045359;504701001;56884666;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФК ПУЛЬС""";;"ООО ""ФК ПУЛЬС""";Pharmaceutical Company PULSE LLC;141402, Московская обл., г. Химки, ул. Ленинградская, д. 29 этаж 2 каб. 98 · Технопарк Химки, бизнес-центрНа карте ;+7 (385) 2290004 ;www.puls.ru   · 1 домен;Общества с ограниченной ответственностью;Торговля оптовая фармацевтической продукцией;Сиротин Михаил Викторович · генеральный директор;82352@mail.ru  ;;;Нетылько Эдуард Петрович
«Кузбассразрезуголь», угольная компания;4205049090;угольная промышленность;4205049090;4205049090;1.0;1034205040935;4205049090;420501001;14788090;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""УГОЛЬНАЯ КОМПАНИЯ ""КУЗБАССРАЗРЕЗУГОЛЬ""";УК КУЗБАССРАЗРЕЗУГОЛЬ, ОАО;"АО ""УК ""КУЗБАССРАЗРЕЗУГОЛЬ""";"JOINT STOCK COMPANY ""COAL COMPANY ""KUZBASSRAZREZUGOL""";650054, Кемеровская область - Кузбасс, г. Кемерово, бульвар Пионерский, д. ЗД. 4АНа карте ;+7 (384) 2440456 ;kru.ru/ru/   · 2 домена;Непубличные акционерные общества;Добыча угля, за исключением антрацита, угля коксующегося и угля бурого, открытым способом;Матва Станислав Вячеславович · генеральный директор;afanasieva@kru.ru  ;;;
КАМАЗ;1650032058;машиностроение;1650032058;1650032058;1.0;1021602013971;1650032058;165001001;00231515;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""КАМАЗ""";КАМАЗ, ОАО;"ПАО ""КАМАЗ""";KAMAZ PTC;423827, Татарстан респ., г. Набережные Челны, проспект Автозаводский, д. 2На карте ;+7 (855) 2372509 ;www.kamaz.ru/investors-and-shareholders   · 3 домена;Публичные акционерные общества;Производство грузовых автомобилей;Когогин Сергей Анатольевич · генеральный директор;fahritdinova@kamaz.ru  ;vk.com/public1191183  ;;
«Мерлион»;7719269331;оптовая торговля;7719269331;7719269331;1.0;1037719016818;7719269331;502401001;14574070;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""МЕРЛИОН""";ХАСКЕЛ, ООО;"ООО ""МЕРЛИОН""";MERLION LLC;143401, Московская обл., г. Красногорск, бульвар Строителей, д. 4 к. 1 этаж 8, каб. 819 · Кубик, бизнес-центрНа карте ;+7 (495) 1377824 ;khaskel.ru   · 73 домена;Общества с ограниченной ответственностью;Торговля оптовая электрической бытовой техникой;Михайлов Борис Сергеевич · генеральный директор;tenders@khaskel.ru  ;;;Абрамов Алексей Петрович
«Мерседес-Бенц Рус»;7707016368;оптовая торговля;7707016368;7707016368;1.0;1027700258530;7707016368;771401001;35937996;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МБ РУС""";МЕРСЕДЕС-БЕНЦ РУС, АО;"АО ""МБ РУС""";MB RUS JSC;125167, г. Москва, проспект Ленинградский, д. 39А · Бизнес-центр «Мерседес Плаза»На карте ;+7 (495) 7452260 ;www.mercedes-benz.ru/passengercars/the-brand/company/issuer-info.module.html   · 38 доменов;Непубличные акционерные общества;Торговля автотранспортными средствами;Королева Наталья Анатольевна · генеральный директор;arkadiy.lukoyanov@daimler.com  ;youtube.com/user/mercedesbenzrussia  ;;Ольховский Андрей Сергеевич
«Киа Россия и СНГ»;7728674093;оптовая торговля;7728674093;7728674093;1.0;5087746291760;7728674093;770501001;88417848;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КИА РОССИЯ И СНГ""";КМР И СНГ, ООО ;"ООО ""КИА РОССИЯ И СНГ""";"OOO ""KIA ROSSIYA I SNG""";115054, г. Москва, ул. Валовая, д. 26 · Бизнес-центр «Lighthouse»На карте ;+7 (495) 2870900 ;www.kia.com   · 2 домена;Общества с ограниченной ответственностью;Торговля оптовая легковыми автомобилями и легкими автотранспортными средствами;Им Джеу · президент;jasaushkina@kia.ru  ;;;
«УГМК»;6606013640;цветная металлургия;6606013640;6606013640;1.0;1026600727713;6606013640;668601001;52306330;"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛЬСКАЯ ГОРНО-МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ""";УРАЛЬСКАЯ ГОРНО-МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ, УГМК, ОАО;"ОАО ""УРАЛЬСКАЯ ГОРНО-МЕТАЛЛУРГИЧЕСКАЯ КОМПАНИЯ"", ОАО ""УГМК""";"JOINT-STOCK COMPANY ""URAL MINING & METALLURGICAL COMPANY""";624091, Свердловская обл., г. Верхняя Пышма, проспект Успенский, д. 1На карте ;+7 (343) 0046200 ;www.ugmk.org  ;Непубличные акционерные общества;Производство меди;Исмагилов Эльфат Рахматуллович · генеральный директор;a.tumakova@ugmk.com  ;;;
«Самсунг Электроникс Рус Компани»;7703608910;оптовая торговля;7703608910;7703608910;1.0;5067746785882;7703608910;770301001;97248592;"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""САМСУНГ ЭЛЕКТРОНИКС РУС КОМПАНИ""";;"ООО ""СЭРК""";"LIMITED LIABILITY COMPANY ""SAMSUNG ELECTRONICS RUS COMPANY""";123242, г. Москва, бульвар Новинский, д. 31 пом. 1,2 · Торгово-офисный центр «Новинский пассаж»На карте ;+7 (495) 7972400 ;shop.samsung.com   · 12 доменов;Общества с ограниченной ответственностью;Торговля оптовая бытовыми электротоварами;Ли Чунгсун · генеральный директор;shop@divizion.com  ;;;
«ТНС ЭНЕРГО», группа компаний;7705541227;энергосбытовая деятельность;7705541227;7705541227;1.0;1137746456231;7705541227;771001001;54995309;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ГРУППА КОМПАНИЙ ""ТНС ЭНЕРГО""";ТНС ЭНЕРГО, ОАО ;"ПАО ГК ""ТНС ЭНЕРГО""";"OPEN JOINT-STOCK COMPANY GROUP OF COMPANIES ""TNS ENERGO""";127006, г. Москва, пер. Настасьинский, д. 4 к. 1На карте ;+7 (485) 2222188 ;4 домена;Публичные акционерные общества;Деятельность по управлению финансово-промышленными группами;Стельнова Елена Николаевна · генеральный директор;e.perova@tns-e.ru  ;ok.ru/group/58003967049779  ;;
«Арктикгаз»;8904002359;нефтяная и нефтегазовая промышленность;8904002359;8904002359;1.0;1028900620814;8904002359;890401001;12543220;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АРКТИЧЕСКАЯ ГАЗОВАЯ КОМПАНИЯ""";АРКТИКГАЗ, ОАО;"АО ""АРКТИКГАЗ""";OPEN JOINT STOCK COMPANY ARCTIC GAS COMPANY;629309, Ямало-Ненецкий а.о., г. Новый Уренгой, микрорайон Славянский, д. 9 этаж 6 каб. 607На карте ;+7 (349) 2242311 ;severenergia.ru   · 4 домена;Непубличные акционерные общества;Добыча природного газа и газового конденсата;Порхун Павел Андреевич · генеральный директор;reception@jsc-arcticgas.ru  ;;;
«АВТОВАЗ»;6320002223;машиностроение;6320002223;6320002223;1.0;1026301983113;6320002223;632001001;00232934;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""АВТОВАЗ""";АВТОВАЗ, ПАО ;"АО ""АВТОВАЗ""";"PUBLIC JOINT-STOCK COMPANY ""AVTOVAZ""";445024, Самарская обл., г. Тольятти, шоссе Южное, д. 36На карте ;+7 (848) 2738555 ;info.avtovaz.ru/   · 36 доменов;Непубличные акционерные общества;Производство легковых автомобилей;Соколов Максим Юрьевич · президент;avtovaz@vaz.ru  ;vk.com/lada  ;;
«Уралкалий»;5911029807;химическая и нефтехимическая промышленность;5911029807;5911029807;1.0;1025901702188;5911029807;591101001;00203944;"ПУБЛИЧНОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""УРАЛКАЛИЙ""";;"ПАО ""УРАЛКАЛИЙ""";Uralkali PJSC;618426, Пермский кр., г. Березники, ул. Пятилетки, д. 63На карте ;+7 (34242) 96270 ;www.uralkali.com/ru   · 3 домена;Публичные акционерные общества;Производство удобрений и азотных соединений;Лаук Виталий Викторович · генеральный директор;darya.nemchinova@uralkali.com  ;;;
«Трансмашхолдинг»;7723199790;машиностроение;7723199790;7723199790;1.0;1027739893246;7723199790;770501001;58519161;"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТРАНСМАШХОЛДИНГ""";ТРАНСМАШХОЛДИНГ, ЗАО ;"АО ""ТМХ""";JSC TMH;115054, г. Москва, набережная Озерковская, д. 54 стр. 1На карте ;+7 (495) 6608950 ;www.tmholding.ru   · 4 домена;Непубличные акционерные общества;Торговля оптовая за вознаграждение или на договорной основе;Липа Кирилл Валерьевич · генеральный директор;info@tmhholding.ru  ;;;
