company_file,inn_file,industry_file,inn_smi_publications,inn_company_main_cards,open_orgs_checker,ОГРН,ИНН,КПП,ОКПО,Полное наименование,Прежние наименования,Другие наименования,На английском,Адрес,Телефон,Web,ОКОПФ,Отрасль,Руководитель,E-mail,Соцсети,Управляющая компания,Бенефициар,flag,Полное название организации,Английское название,Адрес,Уставный капитал,ОКФС,ОКОПФ,ОКОГУ,ИНН,ОГРН,КПП,ОКАТО,ОКПО,ОКТМО,main_okved_id,main_okved_name,second_okveds
«КРКА Фарма»,5042060699,оптовая торговля,5042060699,5042060699,1.0,1025005328853,5042060699,501701001,52837836,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРКА ФАРМА""",,"ООО ""КРКА ФАРМА""","""KRKA FARMA"" LIMITED LASBILITY COMPANY","143500, Московская обл., г. Истра, ул. Московская, д. 50На карте ",+7 (495) 9330889 ,www.krka.biz   · 6 доменов,Общества с ограниченной ответственностью,Торговля оптовая фармацевтической продукцией,Радченко Наталья Александровна · директор,krkafarma@col.ru  ,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КРКА ФАРМА""","""KRKA FARMA"" LIMITED LASBILITY COMPANY","Московская обл., г. Истра, ул. Московская, д. 50",753 874 800,Собственность иностранных юридических лиц,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",5042060699,1025005328853,501701001,"Московская область, Истра",52837836,"Московская область, Городские округа Московской области, Истра",46.46.1,Торговля оптовая фармацевтической продукцией,"{'Деятельность агентов, специализирующихся на оптовой торговле фармацевтической продукцией, изделиями, применяемыми в медицинских целях, парфюмерными и косметическими товарами, включая мыло, и чистящими средствами': '46.18.1'}"
"""Торговый дом Локотех""",7704758153,оптовая торговля,7704758153,7704758153,1.0,1107746515887,7704758153,770901001,66886637,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОКОТЕХ-СЕРВИС""","ТМХ-СЕРВИС, ООО","ООО ""ЛОКОТЕХ-СЕРВИС""","OOO ""LOKOTEKH-SERVIS""","109004, г. Москва, ул. Земляной Вал, д. 59 стр. 2 пом. 514 · Бизнес-центр на Ул. Земляной Вал, 59С2На карте ",+7 (499) 6382298 ,www.tmh-service.ru   · 2 домена,Общества с ограниченной ответственностью,"Деятельность вспомогательная, связанная с железнодорожным транспортом",,e.v.kondrahina@tmh-service.ru  ,vk.com/locotech_rus  ,"ЛОКОТЕХ, ООО",,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЛОКОТЕХ-СЕРВИС""","OOO ""LOKOTEKH-SERVIS""","г. Москва, ул. Земляной Вал, д. 59 стр. 2 пом. 514",2 100 000 000,Совместная частная и иностранная собственность,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7704758153,1107746515887,770901001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Таганский",66886637,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Таганский",52.21.1,"Деятельность вспомогательная, связанная с железнодорожным транспортом","{'Производство транспортных средств для ремонта и технического обслуживания железнодорожных, трамвайных и прочих путей': '30.20.31'}"
«Московская пивоваренная компания»,5029104266,пищевая промышленность,5029104266,5029104266,1.0,1075029007855,5029104266,502901001,81625934,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ПИВОВАРЕННАЯ КОМПАНИЯ""",,"ЗАО ""МПК""","JSC ""MOSCOW BREWING COMPANY""","141009, Московская обл., г. Мытищи, пл. Вокзальная, д. 2На карте ",+7 (495) 6441678 ,www.mosbrew.ru   · 21 домен,Непубличные акционерные общества,Производство пива,Дементьев Игорь Владимирович · генеральный директор,mmedvedenko@mosbrew.ru  ,vk.com/beerandtalk  ,,,1.0,"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКАЯ ПИВОВАРЕННАЯ КОМПАНИЯ""","JSC ""MOSCOW BREWING COMPANY""","Московская обл., г. Мытищи, пл. Вокзальная, д. 2",423 700 000,Собственность иностранных юридических лиц,Непубличные акционерные общества,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",5029104266,1075029007855,502901001,"Московская область, Мытищи",81625934,"Московская область, Городские округа Московской области, Мытищи",11.05,Производство пива,{'Производство соковой продукции из фруктов и овощей': '10.32'}
"ЦКБ морской техники ""Рубин""",7838418751,машиностроение,7838418751,7838418751,1.0,1089848051116,7838418751,783801001,7510551,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО МОРСКОЙ ТЕХНИКИ ""РУБИН""","ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО МОРСКОЙ ТЕХНИКИ РУБИН, ОАО ","АО ""ЦКБ МТ ""РУБИН""","PUBLIC JOINT-STOCK COMPANY ""CENTRAL DESIGN BUREAU FOR MARINE ENGINEERING ""RUBIN""","191119, г. Санкт-Петербург, ул. Марата, д. 90На карте ",+7 (812) 1135132 ,ckb-rubin.ru   · 3 домена,Непубличные акционерные общества,Научные исследования и разработки в области естественных и технических наук прочие,Вильнит Игорь Владимирович · генеральный директор,e.grigorieva@ckb-rubin.ru  ,,,,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНОЕ КОНСТРУКТОРСКОЕ БЮРО МОРСКОЙ ТЕХНИКИ ""РУБИН""","PUBLIC JOINT-STOCK COMPANY ""CENTRAL DESIGN BUREAU FOR MARINE ENGINEERING ""RUBIN""","г. Санкт-Петербург, ул. Марата, д. 90",3 974 821 000,Смешанная российская собственность с долей федеральной собственности,Непубличные акционерные общества,"Хозяйственные общества, образованные из государственных унитарных предприятий, муниципальных унитарных предприятий, добровольных объединений государственных предприятий",7838418751,1089848051116,783801001,"Город Санкт-Петербург город федерального значения, Адмиралтейский",07510551,"Санкт-Петербург, Внутригородские муниципальные образования города федерального значения Санкт-Петербурга (см. также 40 900 000), муниципальный округ Семеновский",72.19,Научные исследования и разработки в области естественных и технических наук прочие,{'Прочие виды полиграфической деятельности': '18.12'}
"""Новороссийский прокатный завод""",2315995868,черная металлургия,2315995868,2315995868,1.0,1172375048196,2315995868,615501001,16098811,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОРОССИЙСКИЙ ПРОКАТНЫЙ ЗАВОД""",,"ООО ""НОВОРОССИЙСКИЙ ПРОКАТНЫЙ ЗАВОД""","OOO ""NOVOROSSISKI PROKATNY ZAVOD""","346519, Ростовская обл., г. Шахты, ул. Чаплыгина, д. 54На карте ",+7 (863) 3033656 ,www.ooonpz.ru/   · 1 домен,Общества с ограниченной ответственностью,Производство сортового горячекатаного проката и катанки,,info@ooonpz.ru  ,,"НОВОСТАЛЬ, ООО",Гибрадзе Шалва Юзаевич,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НОВОРОССИЙСКИЙ ПРОКАТНЫЙ ЗАВОД""","OOO ""NOVOROSSISKI PROKATNY ZAVOD""","Ростовская обл., г. Шахты, ул. Чаплыгина, д. 54",100 000,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",2315995868,1172375048196,615501001,"Ростовская область, Шахты",16098811,"Ростовская область, Городские округа Ростовской области, г Шахты",24.10.6,Производство сортового горячекатаного проката и катанки,"{'Производство хлеба и мучных кондитерских изделий, тортов и пирожных недлительного хранения': '10.71'}"
"""Гринлайт"" (ROSSKO)",5403145086,розничная торговля,5403145086,5403145086,1.0,1025401306116,5403145086,771701001,54397324,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССКО-К""",,"ООО ""РОССКО-К""","OOO ""ROSSKO-K""","129075, г. Москва, вн.тер.г. муниципальный округ Останкинский, ул Аргуновская, д. 3, к. 1, помещ. 1/6 · Бизнес-центр «Аргуновский»На карте ",+7 (383) 2304089 ,www.rossko.ru  ,Общества с ограниченной ответственностью,"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",Кизиев Сергей Борисович · директор,rossko@rossko.ru  ,,,Кизиев Сергей Борисович,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""РОССКО-К""","OOO ""ROSSKO-K""","г. Москва, вн.тер.г. муниципальный округ Останкинский, ул Аргуновская, д. 3, к. 1, помещ. 1/6",2 010 000,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",5403145086,1025401306116,771701001,"Город Москва столица Российской Федерации город федерального значения, Северо-Восточный, Останкинский",54397324,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Останкинский",77.39,"Аренда и лизинг прочих видов транспорта, оборудования и материальных средств, не включенных в другие группировки",{'Деятельность консультативная и работы в области компьютерных технологий': '62.02'}
"""Стальтехно""",5047172389,оптовая торговля и обработка металлов,5047172389,5047172389,1.0,1155047008951,5047172389,504701001,1340212,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАЛЬТЕХНО""",,"ООО ""СТАЛЬТЕХНО""","OOO ""STALTEKHNO""","141407, Московская обл, г.о. Химки, г Химки, ул Панфилова, влд. 21, стр. 1, этаж 20, помещ. 20 · Деловой центр «Кантри Парк Кантри Парк III»На карте ",+7 (495) 9562178 ,steeltehno.ru   · 3 домена,Общества с ограниченной ответственностью,Обработка металлов и нанесение покрытий на металлы,Рожкова Лариса Петровна · управляющий - индивидуальный  предприниматель,,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""СТАЛЬТЕХНО""","OOO ""STALTEKHNO""","Московская обл, г.о. Химки, г Химки, ул Панфилова, влд. 21, стр. 1, этаж 20, помещ. 20",10 000 000,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",5047172389,1155047008951,504701001,"Московская область, Химки",01340212,"Московская область, Городские округа Московской области, Химки",25.61,Обработка металлов и нанесение покрытий на металлы,{'Торговля оптовая легковыми автомобилями и легкими автотранспортными средствами': '45.11.1'}
«Топливная компания «ТранзитСити»,1654035998,оптовая торговля,1654035998,1654035998,1.0,1021602830590,1654035998,163501001,50607233,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПЛИВНАЯ КОМПАНИЯ ""ТРАНЗИТСИТИ""","ПРОМЭКС, ООО","ООО ""ТК ""ТРАНЗИТСИТИ""","OOO ""TK ""TRANZITSITI""","422060, Татарстан респ., Сабинский район, пгт. Богатые Сабы, ул. А.Каримуллина, д. 32 кв. 3На карте ",+7 (905) 0246060 ,www.tranzit-city.com/   · 4 домена,Общества с ограниченной ответственностью,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",Дерягин Олег Анатольевич · директор,gd@tcoil.ru  ,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТОПЛИВНАЯ КОМПАНИЯ ""ТРАНЗИТСИТИ""","OOO ""TK ""TRANZITSITI""","Татарстан респ., Сабинский район, пгт. Богатые Сабы, ул. А.Каримуллина, д. 32 кв. 3",12 000,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",1654035998,1021602830590,163501001,"Республика Татарстан (Татарстан), Сабинский район, Богатые Сабы",50607233,"Республика Татарстан, Муниципальные районы Республики Татарстан (Татарстана), Сабинский мун. р-н, Городские поселения Сабинского муниципального района, пгт Богатые Сабы",46.71,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",{'Торговля розничная моторным топливом в специализированных магазинах': '47.30'}
«Прогресс» (производство детского питания и минеральной воды),4826022365,пищевая промышленность,4826022365,4826022365,1.0,1024840823996,4826022365,482601001,18008485,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОГРЕСС""","ПРОГРЕСС, ОАО","АО ""ПРОГРЕСС""","AO ""PROGRESS ""","398902, Липецкая обл., г. Липецк, ул. Ангарская, владение 2На карте ",+7 (474) 2420505 ,www.progressfood.ru   · 37 доменов,Непубличные акционерные общества,Производство детского питания и диетических пищевых продуктов,Медунова Наталья Александровна · генеральный директор,i@za.erj  ,vk.com/official_frutonyanya  ,,,1.0,"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ПРОГРЕСС""","AO ""PROGRESS ""","Липецкая обл., г. Липецк, ул. Ангарская, владение 2",804 168 000,Частная собственность,Непубличные акционерные общества,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",4826022365,1024840823996,482601001,"Липецкая область, Липецк, Советский",18008485,"Липецкая область, Городские округа Липецкой области, г Липецк",10.86,Производство детского питания и диетических пищевых продуктов,{'Производство продукции из мяса убойных животных и мяса птицы': '10.13'}
«Катерпиллар Евразия»,7705639173,оптовая торговля,7705639173,7705639173,1.0,1057746034884,7705639173,770501001,75594000,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАТЕРПИЛЛАР ЕВРАЗИЯ""","КАТЕРПИЛЛАР СНГ, ООО","ООО ""КАТЕРПИЛЛАР ЕВРАЗИЯ""","""CATERPILLAR EURASIA"" LLC","115035, г. Москва, вн.тер.г. муниципальный округ Замоскворечье, ул Садовническая, д. 9АНа карте ",+7 (495) 2133213 ·  Открытые данные ,www.caterpillar.com  ,Общества с ограниченной ответственностью,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,Потехин Михаил Геннадьевич · генеральный директор,cat_moscow@cat.com  ,,,,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КАТЕРПИЛЛАР ЕВРАЗИЯ""","""CATERPILLAR EURASIA"" LLC","г. Москва, вн.тер.г. муниципальный округ Замоскворечье, ул Садовническая, д. 9А",20 000 000,Собственность иностранных юридических лиц,Общества с ограниченной ответственностью,"Хозяйственные общества и товарищества с участием иностранных юридических и (или) физических лиц, а также лиц без гражданства",7705639173,1057746034884,770501001,"Город Москва столица Российской Федерации город федерального значения, Центральный, Замоскворечье",75594000,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 900 000), муниципальный округ Замоскворечье",46.19,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,{'Торговля оптовая ювелирными изделиями': '46.48.2'}
ТФН,7727696432,оптовая торговля,7727696432,7727696432,1.0,1097746481645,7727696432,775101001,62735350,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТФН""",,"ООО ""ТФН""","OOO ""TFN""","108811, г. Москва, Московский пос., д. Говорово, км. Мкад 47На карте ",+7 (926) 2963906 ,3-falcons.ru   · 24 домена,Общества с ограниченной ответственностью,Торговля оптовая бытовыми электротоварами,Салищев Сергей Борисович · генеральный директор,v.logunov@tfnopt.ru  ,,,Гескин Константин Юрьевич,1.0,"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТФН""","OOO ""TFN""","г. Москва, Московский пос., д. Говорово, км. Мкад 47",1 000 000,Частная собственность,Общества с ограниченной ответственностью,"Организации, учрежденные юридическими лицами или гражданами, или юридическими лицами и гражданами совместно",7727696432,1097746481645,775101001,"Город Москва столица Российской Федерации город федерального значения, Новомосковский, Московский, д Говорово",62735350,"Москва, Внутригородские муниципальные образования города Москвы (см. также 45 300 000), поселение Московский",46.43,Торговля оптовая бытовыми электротоварами,"{'Производство и обработка прочих стеклянных изделий, включая технические изделия из стекла': '23.19'}"
